"FACT_LOAN_ID","LOAN_AMOUNT","INT_RATE","INSTALLMENT","TOTAL_PAYMENT","DTI","APPLICATION_TYPE","DIM_LOAN_ID","BORROWER_ID","STATE_CODE","ISSUE_DATE_ID","LAST_PAYMENT_DATE_ID","NEXT_PAYMENT_DATE_ID","LAST_CREDIT_PULL_DATE_ID"
1054683,6000,0.0991,193.35,6961,0.1877,"INDIVIDUAL","511","1286537","VA",11-DEC-2021,14-DEC-2021,14-JAN-2022,16-MAY-2021
452768,25000,0.1183,828.35,29666,0.0487,"INDIVIDUAL","1773","559178","CA",09-NOV-2021,12-NOV-2021,12-DEC-2021,12-NOV-2021
987165,7200,0.1171,238.15,8492,0.1227,"INDIVIDUAL","1773","1211164","KS",11-OCT-2021,14-MAR-2021,14-APR-2021,14-MAR-2021
843108,4000,0.1099,130.94,4696,0.1227,"INDIVIDUAL","1773","1053854","MI",11-AUG-2021,14-MAR-2021,14-APR-2021,14-APR-2021
496952,10000,0.1062,325.6,11257,0.1298,"INDIVIDUAL","1773","636920","OR",10-MAR-2021,11-OCT-2021,11-NOV-2021,15-SEP-2021
819193,7500,0.1099,245.51,8838,0.0852,"INDIVIDUAL","1773","1027257","NJ",11-JUL-2021,14-AUG-2021,14-SEP-2021,16-MAY-2021
495691,6000,0.1062,195.36,7034,0.2219,"INDIVIDUAL","1773","634970","MI",10-MAR-2021,13-APR-2021,13-MAY-2021,16-MAY-2021
813223,6500,0.1099,212.78,6618,0.2203,"INDIVIDUAL","1773","1020657","FL",11-JUL-2021,11-SEP-2021,11-OCT-2021,16-MAR-2021
839750,2100,0.1149,69.24,2493,0.1296,"INDIVIDUAL","1478","1049991","TX",11-AUG-2021,14-AUG-2021,14-SEP-2021,14-AUG-2021
489907,15000,0.1136,493.67,17773,0.0239,"INDIVIDUAL","1637","625309","VA",10-MAR-2021,13-MAR-2021,13-APR-2021,13-MAR-2021
1010658,5000,0.1269,167.73,6040,0.1863,"INDIVIDUAL","1637","1237483","OH",11-NOV-2021,14-NOV-2021,14-DEC-2021,15-MAR-2021
856212,2700,0.1199,89.67,3228,0.2232,"INDIVIDUAL","1637","1068530","VA",11-AUG-2021,14-SEP-2021,14-OCT-2021,14-AUG-2021
521638,3000,0.1136,98.73,3555,0.1475,"INDIVIDUAL","1637","674557","MA",10-MAY-2021,13-JUN-2021,13-JUL-2021,13-JUN-2021
485642,15000,0.1136,493.67,17773,0.2424,"INDIVIDUAL","1637","618760","FL",10-FEB-2021,13-MAR-2021,13-APR-2021,16-MAY-2021
547073,5000,0.1186,165.74,5967,0.1852,"INDIVIDUAL","1637","705428","NJ",10-JUL-2021,13-AUG-2021,13-SEP-2021,16-MAY-2021
612049,15000,0.0962,481.34,17250,0.0641,"INDIVIDUAL","1773","784805","CA",10-NOV-2021,13-MAY-2021,13-JUN-2021,15-DEC-2021
808578,4000,0.1099,130.94,4694,0.0948,"INDIVIDUAL","1773","1015319","TX",11-JUL-2021,14-JUL-2021,14-AUG-2021,14-JUL-2021
769839,11000,0.1099,360.08,12943,0.1016,"INDIVIDUAL","1773","971359","NJ",11-JUN-2021,14-MAR-2021,14-APR-2021,16-MAY-2021
686263,9600,0.1037,311.44,11069,0.1609,"INDIVIDUAL","1773","876044","OH",11-MAR-2021,13-MAY-2021,13-JUN-2021,14-SEP-2021
492210,2000,0.1136,65.83,2305,0.0865,"INDIVIDUAL","1637","629399","FL",10-MAR-2021,12-JAN-2021,12-FEB-2021,12-JAN-2021
448231,10000,0.1114,328.04,11267,0.1413,"INDIVIDUAL","511","549688","OH",09-OCT-2021,11-MAR-2021,11-APR-2021,13-AUG-2021
1051845,8000,0.1171,264.61,9526,0.0984,"INDIVIDUAL","1773","1283352","TX",11-DEC-2021,14-DEC-2021,14-JAN-2022,16-MAY-2021
730005,5000,0.0963,160.47,5629,0.0796,"INDIVIDUAL","511","925895","TX",11-APR-2021,13-APR-2021,13-MAY-2021,15-FEB-2021
698526,7000,0.0963,224.66,7318,0.1421,"INDIVIDUAL","511","889981","NC",11-MAR-2021,12-AUG-2021,12-SEP-2021,12-JUL-2021
844720,15000,0.1059,488.18,16629,0.095,"INDIVIDUAL","671","1055767","CA",11-AUG-2021,13-JUN-2021,13-JUL-2021,13-JUN-2021
781124,10000,0.1199,332.1,11579,0.2189,"INDIVIDUAL","1637","983952","CA",11-JUN-2021,13-APR-2021,13-MAY-2021,16-APR-2021
490987,20150,0.1136,663.16,22011,0.2266,"INDIVIDUAL","1637","627201","OH",10-MAR-2021,11-APR-2021,11-MAY-2021,11-APR-2021
478518,15000,0.0988,483.16,17394,0.0769,"INDIVIDUAL","511","607532","TX",10-JAN-2021,13-FEB-2021,13-MAR-2021,15-JAN-2021
480632,22000,0.1025,712.47,23376,0.1546,"INDIVIDUAL","671","611072","IL",10-FEB-2021,10-OCT-2021,10-NOV-2021,15-NOV-2021
484544,4000,0.1062,130.24,4688,0.1196,"INDIVIDUAL","1773","616974","TX",10-FEB-2021,13-JAN-2021,13-FEB-2021,16-MAY-2021
768159,3000,0.1099,98.21,3495,0.2248,"INDIVIDUAL","1773","969381","TX",11-MAY-2021,14-FEB-2021,14-MAR-2021,16-MAY-2021
503148,7000,0.1062,227.92,8132,0.1058,"INDIVIDUAL","1773","647428","FL",10-APR-2021,12-SEP-2021,12-OCT-2021,14-APR-2021
497898,6000,0.1099,196.42,7071,0.2108,"INDIVIDUAL","1478","638385","PA",10-MAR-2021,13-APR-2021,13-MAY-2021,16-MAY-2021
414021,6000,0.1189,198.99,7095,0.2203,"INDIVIDUAL","1478","467868","VA",09-JUN-2021,11-OCT-2021,11-NOV-2021,11-OCT-2021
455715,21000,0.1148,692.34,24555,0.1053,"INDIVIDUAL","671","565332","CO",09-NOV-2021,12-FEB-2021,12-MAR-2021,12-FEB-2021
968706,10000,0.1269,335.45,11103,0.1517,"INDIVIDUAL","1637","1189695","TX",11-OCT-2021,12-OCT-2021,12-NOV-2021,12-APR-2021
470031,4000,0.1253,133.87,4373,0.1412,"INDIVIDUAL","1637","593228","IL",09-DEC-2021,10-NOV-2021,10-DEC-2021,11-AUG-2021
480368,6000,0.1025,194.31,6995,0.149,"INDIVIDUAL","671","610663","WA",10-FEB-2021,13-FEB-2021,13-MAR-2021,13-FEB-2021
284136,25000,0.0976,803.87,28901,0.0492,"INDIVIDUAL","671","284125","OH",08-MAR-2021,11-JAN-2021,11-FEB-2021,11-JAN-2021
312505,500,0.0976,16.08,579,0.2217,"INDIVIDUAL","671","312443","NY",08-MAR-2021,11-APR-2021,11-MAY-2021,13-MAY-2021
449956,20000,0.1253,669.33,24096,0.0365,"INDIVIDUAL","1637","553081","AZ",09-OCT-2021,12-OCT-2021,12-NOV-2021,12-OCT-2021
499523,6400,0.0988,206.15,7422,0.1368,"INDIVIDUAL","511","641179","VA",10-APR-2021,13-MAY-2021,13-JUN-2021,13-APR-2021
567008,4500,0.1112,147.59,5313,0.2167,"INDIVIDUAL","1773","729419","CA",10-AUG-2021,13-SEP-2021,13-OCT-2021,13-SEP-2021
841611,6000,0.1099,196.41,6610,0.1706,"INDIVIDUAL","1773","1052186","GA",11-AUG-2021,12-SEP-2021,12-OCT-2021,16-MAY-2021
344159,7000,0.1008,122.76,4419,0.2154,"INDIVIDUAL","1773","344147","CA",08-APR-2021,11-MAY-2021,11-JUN-2021,16-MAY-2021
504995,3600,0.0988,115.96,4214,0.1541,"INDIVIDUAL","511","650505","TX",10-APR-2021,13-JUN-2021,13-JUL-2021,13-MAY-2021
466799,20000,0.1114,656.07,23620,0.0955,"INDIVIDUAL","511","586645","IL",09-DEC-2021,12-DEC-2021,12-JAN-2022,12-DEC-2021
455110,1000,0.1148,32.97,1010,0.0103,"INDIVIDUAL","671","564207","PA",09-NOV-2021,09-DEC-2021,09-JAN-2022,09-DEC-2021
522185,1200,0.1149,39.57,1424,0.2234,"INDIVIDUAL","1478","675437","FL",10-MAY-2021,13-JUN-2021,13-JUL-2021,16-APR-2021
863424,4800,0.1199,159.41,5739,0.1205,"INDIVIDUAL","1637","1076505","MD",11-AUG-2021,14-SEP-2021,14-OCT-2021,16-MAY-2021
422873,1000,0.1189,33.17,1194,0.0557,"INDIVIDUAL","1478","497668","AK",09-JUL-2021,12-JUL-2021,12-AUG-2021,12-JUL-2021
508644,6000,0.1099,196.42,7071,0.0064,"INDIVIDUAL","1478","656358","SC",10-APR-2021,13-MAY-2021,13-JUN-2021,13-MAY-2021
538443,8000,0.1149,263.78,9496,0.0622,"INDIVIDUAL","1478","695400","CA",10-JUN-2021,13-JUL-2021,13-AUG-2021,13-JUL-2021
547546,5000,0.1112,163.98,5605,0.0665,"INDIVIDUAL","1773","705989","FL",10-JUL-2021,12-JAN-2021,12-FEB-2021,11-DEC-2021
792324,12500,0.1149,412.15,14837,0.0136,"INDIVIDUAL","1478","996737","TX",11-JUL-2021,14-JUL-2021,14-AUG-2021,14-JUL-2021
1038074,2000,0.1242,66.84,2346,0.2079,"INDIVIDUAL","1478","1267987","AL",11-NOV-2021,14-SEP-2021,14-OCT-2021,16-MAY-2021
480965,7000,0.1062,227.92,8206,0.1758,"INDIVIDUAL","1773","611588","MA",10-FEB-2021,13-FEB-2021,13-MAR-2021,13-FEB-2021
1002859,4200,0.1171,138.92,4866,0.1003,"INDIVIDUAL","1773","1229139","CT",11-NOV-2021,13-SEP-2021,13-OCT-2021,14-JAN-2021
376295,20000,0.1474,690.74,24930,0.0032,"INDIVIDUAL","2694","399262","MN",09-FEB-2021,12-FEB-2021,12-MAR-2021,16-MAY-2021
371935,15000,0.1442,515.74,18573,0.1426,"INDIVIDUAL","3006","390311","TX",09-JAN-2021,12-JAN-2021,12-FEB-2021,12-JAN-2021
1004134,8000,0.1758,287.54,10351,0.0481,"INDIVIDUAL","3226","1230764","CA",11-OCT-2021,14-NOV-2021,14-DEC-2021,16-MAY-2021
846044,1500,0.1599,52.73,1898,0.0264,"INDIVIDUAL","3006","1057365","NC",11-AUG-2021,14-AUG-2021,14-SEP-2021,14-AUG-2021
805833,3000,0.1562,104.91,3777,0.027,"INDIVIDUAL","2630","1011969","MD",11-JUL-2021,14-JUL-2021,14-AUG-2021,16-APR-2021
640107,8000,0.1409,273.78,9856,0.0072,"INDIVIDUAL","2630","819428","NY",10-DEC-2021,14-JAN-2021,14-FEB-2021,14-JAN-2021
417291,6000,0.1411,205.38,7393,0.0798,"INDIVIDUAL","2630","486464","AL",09-JUN-2021,12-JUL-2021,12-AUG-2021,16-MAR-2021
735045,7000,0.1602,246.17,8722,0.0258,"INDIVIDUAL","2654","931653","LA",11-MAY-2021,13-AUG-2021,13-SEP-2021,15-AUG-2021
581983,10000,0.1558,349.51,11793,0.204,"INDIVIDUAL","2694","747998","OH",10-SEP-2021,12-MAR-2021,12-APR-2021,13-OCT-2021
678910,9000,0.1454,309.97,11148,0.1866,"INDIVIDUAL","2630","867310","FL",11-APR-2021,14-MAR-2021,14-APR-2021,16-MAY-2021
833335,5000,0.1749,179.49,5538,0.1168,"INDIVIDUAL","2654","1042915","RI",11-AUG-2021,12-APR-2021,12-MAY-2021,16-APR-2021
579987,4000,0.1645,141.52,4147,0.0338,"INDIVIDUAL","3046","745627","GA",10-SEP-2021,11-JAN-2021,11-FEB-2021,14-MAY-2021
608661,2000,0.1446,68.81,2477,0.178,"INDIVIDUAL","3006","780785","MI",10-NOV-2021,13-NOV-2021,13-DEC-2021,16-MAY-2021
609964,4800,0.1261,160.84,5790,0.2325,"INDIVIDUAL","825","782328","FL",10-NOV-2021,13-NOV-2021,13-DEC-2021,13-NOV-2021
436891,12000,0.1426,411.67,13692,0.0134,"INDIVIDUAL","2905","523977","CA",09-SEP-2021,10-NOV-2021,10-DEC-2021,14-AUG-2021
387659,8000,0.16,281.26,10024,0.0231,"INDIVIDUAL","3401","420632","CA",09-MAR-2021,11-SEP-2021,11-OCT-2021,14-MAY-2021
884937,7200,0.0603,219.14,7889,0.0726,"INDIVIDUAL","44","1100520","NY",11-SEP-2021,14-OCT-2021,14-NOV-2021,14-NOV-2021
738248,2000,0.0542,60.32,2172,0.1106,"INDIVIDUAL","44","935589","MN",11-APR-2021,14-MAY-2021,14-JUN-2021,14-MAY-2021
546240,6000,0.0714,185.65,6628,0.1712,"INDIVIDUAL","165","704410","NJ",10-JUL-2021,12-SEP-2021,12-OCT-2021,12-JAN-2021
833282,8000,0.0849,252.51,9090,0.0902,"INDIVIDUAL","372","1042847","MA",11-AUG-2021,14-SEP-2021,14-OCT-2021,14-NOV-2021
577437,3200,0.0788,100.1,3604,0.2013,"INDIVIDUAL","372","742549","VA",10-SEP-2021,13-SEP-2021,13-OCT-2021,13-SEP-2021
1029488,35000,0.089,1111.37,40009,0.033,"INDIVIDUAL","372","1258856","VA",11-DEC-2021,14-DEC-2021,14-JAN-2022,14-DEC-2021
498304,12000,0.0751,373.32,13262,0.1697,"INDIVIDUAL","253","639053","CA",10-APR-2021,12-APR-2021,12-MAY-2021,12-APR-2021
725212,4800,0.0579,145.57,5240,0.1373,"INDIVIDUAL","91","920428","MD",11-APR-2021,14-MAY-2021,14-JUN-2021,14-MAY-2021
774182,6000,0.0749,186.61,6242,0.1008,"INDIVIDUAL","253","976338","FL",11-JUN-2021,12-JAN-2021,12-FEB-2021,12-JUL-2021
506144,5000,0.0751,155.55,5260,0.051,"INDIVIDUAL","253","652511","GA",10-APR-2021,11-MAR-2021,11-APR-2021,11-MAR-2021
782615,10875,0.0749,338.24,12176,0.1344,"INDIVIDUAL","253","985624","FL",11-JUN-2021,14-JUL-2021,14-AUG-2021,14-JUL-2021
1042294,15000,0.0662,460.56,16162,0.0116,"INDIVIDUAL","91","1272550","MO",11-DEC-2021,13-JUN-2021,13-JUL-2021,15-DEC-2021
874408,5000,0.0749,155.51,5400,0.055,"INDIVIDUAL","253","1088882","CA",11-SEP-2021,13-MAR-2021,13-APR-2021,14-OCT-2021
906464,25000,0.079,782.26,28161,0.1907,"INDIVIDUAL","253","1127015","OR",11-DEC-2021,14-DEC-2021,14-JAN-2022,16-MAY-2021
422328,3000,0.08,94.01,3384,0.1356,"INDIVIDUAL","165","486720","IL",09-JUL-2021,12-JUL-2021,12-AUG-2021,16-MAY-2021
563240,4000,0.0676,123.07,4431,0.0802,"INDIVIDUAL","91","724754","PA",10-AUG-2021,13-AUG-2021,13-SEP-2021,13-AUG-2021
764350,6000,0.0849,189.38,6818,0.0891,"INDIVIDUAL","372","965061","OH",11-MAY-2021,14-JUN-2021,14-JUL-2021,14-JUN-2021
459966,2700,0.074,83.86,2996,0.096,"INDIVIDUAL","91","573736","NY",09-NOV-2021,12-MAR-2021,12-APR-2021,16-MAR-2021
549618,7500,0.1112,245.97,8657,0.1216,"INDIVIDUAL","1390","708497","FL",10-JUL-2021,12-JUL-2021,12-AUG-2021,16-MAY-2021
742866,14500,0.1099,474.65,17087,0.219,"INDIVIDUAL","1390","941026","CA",11-MAY-2021,14-MAY-2021,14-JUN-2021,15-OCT-2021
618239,8000,0.0999,258.1,9217,0.1565,"INDIVIDUAL","1488","792542","OK",10-NOV-2021,13-APR-2021,13-MAY-2021,15-AUG-2021
647288,1000,0.1036,32.44,1140,0.0494,"INDIVIDUAL","1647","828146","LA",11-JAN-2021,12-NOV-2021,12-DEC-2021,14-JAN-2021
535238,8500,0.1038,275.8,9583,0.0757,"INDIVIDUAL","512","691638","TX",10-JUN-2021,12-FEB-2021,12-MAR-2021,12-FEB-2021
412583,5000,0.1158,165.07,5942,0.1996,"INDIVIDUAL","1390","465496","NJ",09-JUN-2021,12-JUN-2021,12-JUL-2021,12-JUN-2021
617417,1500,0.0962,48.14,1670,0.1406,"INDIVIDUAL","1390","791570","GA",10-NOV-2021,12-JUL-2021,12-AUG-2021,12-JUL-2021
523687,1700,0.1038,55.16,1960,0.2131,"INDIVIDUAL","512","677601","NY",10-JUN-2021,12-AUG-2021,12-SEP-2021,12-AUG-2021
1033301,6000,0.1269,201.27,6906,0.1806,"INDIVIDUAL","1647","1262870","NY",11-NOV-2021,13-JUN-2021,13-JUL-2021,16-APR-2021
676247,10000,0.1037,324.42,11072,0.078,"INDIVIDUAL","1390","864208","FL",11-FEB-2021,12-JUN-2021,12-JUL-2021,12-AUG-2021
786633,2800,0.1149,92.32,2999,0.2338,"INDIVIDUAL","1488","990042","NM",11-JUN-2021,12-APR-2021,12-MAY-2021,15-AUG-2021
1025132,2500,0.0991,80.57,2921,0.1843,"INDIVIDUAL","512","1254272","CA",11-NOV-2021,15-FEB-2021,15-MAR-2021,15-FEB-2021
985043,17000,0.1349,576.82,20765,0.1347,"INDIVIDUAL","762","1208495","TX",11-NOV-2021,14-DEC-2021,14-JAN-2022,14-DEC-2021
382406,1500,0.1284,50.43,1815,0.1765,"INDIVIDUAL","825","411839","LA",09-MAR-2021,12-MAR-2021,12-APR-2021,12-MAR-2021
431261,1500,0.1347,50.89,1832,0.2147,"INDIVIDUAL","1307","511777","PA",09-AUG-2021,12-AUG-2021,12-SEP-2021,12-AUG-2021
735796,6000,0.1268,201.25,7245,0.0765,"INDIVIDUAL","762","932600","VA",11-APR-2021,14-MAY-2021,14-JUN-2021,15-DEC-2021
564565,3000,0.1398,102.51,3691,0,"INDIVIDUAL","836","726391","PA",10-AUG-2021,13-SEP-2021,13-OCT-2021,16-MAR-2021
634722,2000,0.1335,67.73,2438,0.1241,"INDIVIDUAL","1307","813115","CT",10-DEC-2021,14-JAN-2021,14-FEB-2021,14-MAR-2021
792262,12000,0.1299,404.27,14554,0.0996,"INDIVIDUAL","762","996670","NJ",11-JUL-2021,14-JUL-2021,14-AUG-2021,14-JUL-2021
864188,4500,0.1299,151.61,5458,0.1265,"INDIVIDUAL","762","1077352","AR",11-AUG-2021,14-SEP-2021,14-OCT-2021,14-SEP-2021
672199,4000,0.1565,139.94,5038,0.2276,"INDIVIDUAL","3226","859307","GA",11-FEB-2021,14-MAR-2021,14-APR-2021,14-FEB-2021
774888,4000,0.1649,141.6,4577,0.1695,"INDIVIDUAL","2694","977102","NY",11-JUN-2021,12-JUL-2021,12-AUG-2021,12-JUN-2021
587231,5600,0.1521,194.71,7009,0.1698,"INDIVIDUAL","3006","754386","CA",10-SEP-2021,13-OCT-2021,13-NOV-2021,16-MAY-2021
840529,4200,0.1562,146.88,5287,0.032,"INDIVIDUAL","2630","1050919","FL",11-AUG-2021,14-AUG-2021,14-SEP-2021,16-MAY-2021
577086,6250,0.1484,216.17,7777,0.1924,"INDIVIDUAL","2630","742126","HI",10-SEP-2021,13-MAY-2021,13-JUN-2021,13-APR-2021
875999,1800,0.1649,63.72,2327,0.0257,"INDIVIDUAL","2694","1090598","CT",11-SEP-2021,14-OCT-2021,14-NOV-2021,14-NOV-2021
659649,2000,0.0542,60.32,2172,0.01,"INDIVIDUAL","44","843678","FL",11-JAN-2021,14-FEB-2021,14-MAR-2021,14-FEB-2021
787732,4000,0.0599,121.67,4371,0.0312,"INDIVIDUAL","91","991317","CA",11-JUN-2021,14-JAN-2021,14-FEB-2021,14-JAN-2021
655655,10000,0.0579,303.27,10788,0.0543,"INDIVIDUAL","91","838572","NJ",11-JAN-2021,13-JAN-2021,13-FEB-2021,13-FEB-2021
572030,10000,0.0751,311.11,11200,0.121,"INDIVIDUAL","253","735790","CA",10-SEP-2021,13-SEP-2021,13-OCT-2021,16-APR-2021
382547,6000,0.0932,191.69,6908,0.0408,"INDIVIDUAL","253","412108","MD",09-MAR-2021,12-MAR-2021,12-APR-2021,12-MAR-2021
837528,11200,0.0749,348.34,12540,0.0868,"INDIVIDUAL","253","1047619","FL",11-AUG-2021,14-AUG-2021,14-SEP-2021,14-AUG-2021
725587,1500,0.0729,46.52,1675,0.1905,"INDIVIDUAL","253","920858","CA",11-APR-2021,14-MAY-2021,14-JUN-2021,16-APR-2021
1025626,7200,0.079,225.29,8110,0.1596,"INDIVIDUAL","253","1254791","CA",11-NOV-2021,14-DEC-2021,14-JAN-2022,14-DEC-2021
755677,4600,0.0849,145.19,5227,0.171,"INDIVIDUAL","372","955545","SC",11-MAY-2021,14-JUN-2021,14-JUL-2021,14-MAY-2021
390849,12000,0.0963,385.14,13865,0.1493,"INDIVIDUAL","372","426294","MN",09-APR-2021,12-APR-2021,12-MAY-2021,12-APR-2021
743092,4200,0.0542,126.68,4560,0.0763,"INDIVIDUAL","44","941279","SC",11-MAY-2021,14-MAY-2021,14-JUN-2021,14-MAY-2021
889851,1500,0.0603,45.66,1642,0.1233,"INDIVIDUAL","44","1106396","MD",11-SEP-2021,13-OCT-2021,13-NOV-2021,13-OCT-2021
971428,11400,0.0751,354.67,12768,0.0172,"INDIVIDUAL","165","1193163","NY",11-OCT-2021,14-OCT-2021,14-NOV-2021,14-OCT-2021
890879,6000,0.0751,186.67,6669,0.1315,"INDIVIDUAL","165","1107604","HI",11-SEP-2021,14-JAN-2021,14-FEB-2021,14-JAN-2021
608879,5000,0.0691,154.18,5532,0.2029,"INDIVIDUAL","372","781033","PA",10-NOV-2021,13-MAY-2021,13-JUN-2021,14-FEB-2021
717765,2000,0.0766,62.36,2245,0.1377,"INDIVIDUAL","372","911888","NY",11-APR-2021,14-APR-2021,14-MAY-2021,14-APR-2021
498150,5000,0.0714,154.7,5569,0.0321,"INDIVIDUAL","165","638777","NY",10-MAR-2021,13-APR-2021,13-MAY-2021,16-MAY-2021
377771,2200,0.0963,70.61,2542,0.2177,"INDIVIDUAL","372","402179","CO",09-FEB-2021,12-FEB-2021,12-MAR-2021,12-FEB-2021
705850,5500,0.0579,166.8,5983,0.1774,"INDIVIDUAL","91","897958","VA",11-MAR-2021,13-AUG-2021,13-SEP-2021,13-AUG-2021
602710,10000,0.0691,211.23,7551,0.0914,"INDIVIDUAL","372","773317","CA",10-NOV-2021,13-FEB-2021,13-MAR-2021,14-DEC-2021
845856,7000,0.0542,211.12,7475,0.1733,"INDIVIDUAL","44","1057146","CA",11-AUG-2021,13-MAY-2021,13-JUN-2021,15-OCT-2021
860825,6750,0.0599,205.32,7240,0.0205,"INDIVIDUAL","91","1073641","VT",11-AUG-2021,13-APR-2021,13-MAY-2021,13-APR-2021
858949,2400,0.0599,73.01,2515,0.1104,"INDIVIDUAL","91","1071615","NY",11-AUG-2021,12-AUG-2021,12-SEP-2021,15-APR-2021
703613,5400,0.0729,167.46,5612,0.2389,"INDIVIDUAL","253","895637","KS",11-MAR-2021,11-NOV-2021,11-DEC-2021,14-NOV-2021
733039,4000,0.0729,124.04,4409,0.0975,"INDIVIDUAL","253","929312","CA",11-APR-2021,13-MAY-2021,13-JUN-2021,13-MAY-2021
650583,12000,0.0766,374.16,13342,0.1445,"INDIVIDUAL","372","832230","CA",11-JAN-2021,13-MAR-2021,13-APR-2021,15-DEC-2021
1026671,5100,0.079,159.59,5745,0.1263,"INDIVIDUAL","253","1255848","CA",11-NOV-2021,14-DEC-2021,14-JAN-2022,14-NOV-2021
657342,7200,0.0766,224.5,8082,0.2025,"INDIVIDUAL","372","840674","CA",11-JAN-2021,14-FEB-2021,14-MAR-2021,15-OCT-2021
740358,14125,0.0849,445.83,16050,0.2572,"INDIVIDUAL","372","938054","CA",11-MAY-2021,14-MAY-2021,14-JUN-2021,16-MAY-2021
1050460,7000,0.0603,213.05,7670,0.0815,"INDIVIDUAL","44","1281913","NY",11-DEC-2021,14-DEC-2021,14-JAN-2022,14-DEC-2021
548024,4800,0.0676,147.69,5136,0.0136,"INDIVIDUAL","91","706616","NJ",10-JUL-2021,12-MAR-2021,12-APR-2021,14-DEC-2021
537505,7000,0.0714,216.59,7790,0.0314,"INDIVIDUAL","162","694317","CA",10-JUL-2021,13-APR-2021,13-MAY-2021,13-DEC-2021
641676,7000,0.0579,212.29,7643,0.0726,"INDIVIDUAL","92","821379","VA",11-JAN-2021,14-JAN-2021,14-FEB-2021,14-AUG-2021
971316,10000,0.0662,307.04,11048,0.1779,"INDIVIDUAL","92","1193037","IL",11-OCT-2021,14-AUG-2021,14-SEP-2021,14-SEP-2021
832789,9500,0.0849,299.85,10366,0.0028,"INDIVIDUAL","370","1042275","IL",11-AUG-2021,13-MAY-2021,13-JUN-2021,16-MAY-2021
1035647,16000,0.0603,486.97,17127,0.1245,"INDIVIDUAL","35","1265298","TX",11-NOV-2021,13-JUN-2021,13-JUL-2021,16-APR-2021
1014802,16000,0.0603,486.97,17240,0.1486,"INDIVIDUAL","35","1242199","OH",11-NOV-2021,13-OCT-2021,13-NOV-2021,13-NOV-2021
511300,10000,0.0751,311.1,11188,0.1538,"INDIVIDUAL","269","660429","OK",10-MAY-2021,13-FEB-2021,13-MAR-2021,13-FEB-2021
845828,3600,0.0749,111.97,3745,0.1311,"INDIVIDUAL","269","1057117","MN",11-AUG-2021,12-MAR-2021,12-APR-2021,16-MAY-2021
714755,4200,0.0766,130.96,4577,0.2115,"INDIVIDUAL","370","908211","VA",11-APR-2021,12-OCT-2021,12-NOV-2021,15-JAN-2021
777779,2500,0.0849,78.91,2811,0.0781,"INDIVIDUAL","370","980304","KY",11-JUN-2021,13-AUG-2021,13-SEP-2021,13-SEP-2021
673032,9000,0.0692,277.57,9456,0.0042,"INDIVIDUAL","162","860288","AZ",11-FEB-2021,12-JUN-2021,12-JUL-2021,12-JUN-2021
695069,14000,0.0766,436.52,14621,0.1068,"INDIVIDUAL","370","886111","FL",11-MAR-2021,12-JAN-2021,12-FEB-2021,12-JAN-2021
530370,3300,0.0788,103.23,3716,0.19,"INDIVIDUAL","370","685811","NM",10-JUN-2021,13-JUL-2021,13-AUG-2021,15-OCT-2021
800347,6000,0.0542,180.96,6515,0.1572,"INDIVIDUAL","35","1005621","CA",11-JUL-2021,14-JUL-2021,14-AUG-2021,15-JUN-2021
705930,6000,0.0766,187.08,6735,0.089,"INDIVIDUAL","370","898054","FL",11-APR-2021,14-APR-2021,14-MAY-2021,16-MAY-2021
1009747,3600,0.079,112.65,4035,0.1971,"INDIVIDUAL","269","1236723","TX",11-NOV-2021,14-APR-2021,14-MAY-2021,16-MAR-2021
645481,4500,0.0691,138.77,4977,0.0058,"INDIVIDUAL","370","825942","MD",11-JAN-2021,13-APR-2021,13-MAY-2021,16-MAY-2021
819417,11000,0.0699,339.6,11901,0.1948,"INDIVIDUAL","162","1027523","NH",11-AUG-2021,13-MAR-2021,13-APR-2021,13-MAR-2021
820510,10000,0.1059,325.45,11638,0.1708,"INDIVIDUAL","663","1028740","KY",11-JUL-2021,14-JAN-2021,14-FEB-2021,14-JAN-2021
997736,2000,0.1269,67.09,2415,0.1848,"INDIVIDUAL","1624","1222861","OR",11-OCT-2021,14-NOV-2021,14-DEC-2021,14-NOV-2021
547672,5000,0.1075,163.11,5872,0.036,"INDIVIDUAL","663","706190","TX",10-JUL-2021,13-AUG-2021,13-SEP-2021,13-JUL-2021
753644,13000,0.1099,425.55,13119,0.0752,"INDIVIDUAL","1710","953304","NJ",11-MAY-2021,11-JUN-2021,11-JUL-2021,15-FEB-2021
525095,4650,0.1075,151.69,5461,0.0936,"INDIVIDUAL","663","679415","FL",10-JUN-2021,13-JUN-2021,13-JUL-2021,16-MAY-2021
512406,11200,0.1099,366.64,12192,0.1249,"INDIVIDUAL","1467","662041","NV",10-MAY-2021,11-APR-2021,11-MAY-2021,16-APR-2021
746034,8000,0.1059,260.36,9373,0.0383,"INDIVIDUAL","663","944678","OK",11-MAY-2021,14-MAY-2021,14-JUN-2021,14-MAY-2021
420667,8000,0.1221,266.52,8239,0.0007,"INDIVIDUAL","1624","492397","OH",09-JUN-2021,09-OCT-2021,09-NOV-2021,09-OCT-2021
756072,4000,0.1099,130.94,4500,0.0205,"INDIVIDUAL","1710","955981","NM",11-MAY-2021,12-NOV-2021,12-DEC-2021,12-NOV-2021
