id_achat,id_magasin,fournisseur,id_produit,date_achat,quantité,coût_unitaire,coût_total
910,8,Fourni_A,44,2024-05-13,139,36.31,5047.09
911,1,Fourni_B,19,11-19-2024,78,35.46,2765.88
912,9,Fourni_C,89,04-02-2025,14,45.11,631.54
913,9,Fourni_D,75,10-12-2024,77,42.33,3259.41
914,1,Fourni_D,33,22 Sep 2024,49,42.17,2066.33
915,11,Fourni_D,6,01 June 2024,114,14.51,1654.14
916,2,Fourni_D,64,11-24-2024,190,30.6,5814.0
917,11,Fourni_C,14,25 April 2025,41,,542.43
918,12,Fourni_D,22,07 Aug 2024,93,30.98,2881.14
919,11,Fourni_A,43,19 Nov 2024,36,28.56,1028.16
920,11,Fourni_A,73,08-16-2024,193,31.18,6017.74
921,11,Fourni_B,63,05/01/2025,35,,1361.85
922,10,Fourni_A,96,18/05/2024,11,,243.76
923,4,Fourni_C,18,22 Jul 2024,104,42.96,4467.84
924,11,,24,03 May 2024,82,14.54,1192.28
925,7,Fourni_B,43,12-20-2024,65,33.85,2200.25
926,1,Fourni_B,35,26 January 2025,110,35.47,3901.7
927,5,Fourni_A,36,22 Nov 2024,46,49.03,2255.38
928,8,Fourni_D,63,23/09/2024,88,37.99,3343.12
929,9,Fourni_A,79,22/03/2025,135,43.93,5930.55
930,3,Fourni_B,71,06 April 2025,163,34.37,5602.31
931,8,Fourni_B,65,22 November 2024,160,,5640.0
932,7,Fourni_C,71,2025-03-12,146,35.6,5197.6
933,6,Fourni_B,17,09 March 2025,55,36.84,2026.2
934,7,Fourni_D,96,22/09/2024,197,21.28,4192.16
935,1,Fourni_C,10,28 December 2024,121,39.83,4819.43
936,11,Fourni_D,13,08 Oct 2024,146,24.22,3536.12
937,11,Fourni_D,63,2024-05-05,94,42.71,4014.74
938,2,Fourni_B,88,22 Nov 2024,119,13.67,1626.73
939,5,Fourni_B,84,03 Mar 2025,65,12.86,835.9
940,12,Fourni_B,90,06-07-2024,45,39.43,1774.35
941,4,Fourni_D,41,11-29-2024,106,22.21,2354.26
942,5,Fourni_A,20,2024-05-11,96,33.3,3196.8
943,8,Fourni_C,4,04-27-2025,65,5.28,343.2
944,4,Fourni_A,47,17/10/2024,181,23.33,4222.73
945,11,Fourni_A,86,06-02-2024,125,51.81,6476.25
946,3,Fourni_A,29,08 October 2024,156,10.59,1652.04
947,8,Fourni_C,8,2024-08-24,142,16.68,2368.56
948,3,Fourni_C,55,2024-05-02,106,24.08,2552.48
949,2,Fourni_C,55,01 April 2025,181,25.05,4534.05
950,2,Fourni_D,42,2024-07-22,192,10.61,2037.12
951,1,Fourni_B,43,12/03/2025,42,31.13,1307.46
952,8,Fourni_D,66,22 Dec 2024,41,,1786.37
953,12,Fourni_C,56,06-25-2024,113,5.65,638.45
954,7,Fourni_A,6,05 Aug 2024,171,14.56,2489.76
955,9,Fourni_D,18,05-17-2024,162,39.98,6476.76
956,2,Fourni_C,24,2024-05-11,114,14.67,1672.38
957,5,Fourni_C,50,2024-05-20,82,39.71,3256.22
958,12,Fourni_B,87,12/09/2024,19,28.73,545.87
959,9,Fourni_B,60,08 June 2024,20,36.43,728.6
960,9,Fourni_B,85,17 Aug 2024,102,17.92,1827.84
961,3,,29,2025-04-07,99,11.05,1093.95
962,7,Fourni_D,21,16 Sep 2024,90,31.87,2868.3
963,12,Fourni_A,50,2024-06-21,186,38.24,7112.64
964,11,Fourni_B,43,21/05/2024,88,33.13,2915.44
965,10,Fourni_C,97,2024-07-01,145,28.49,4131.05
966,10,Fourni_A,7,02 June 2024,116,7.08,821.28
967,11,Fourni_A,16,2025-01-14,57,20.84,1187.88
968,5,Fourni_C,74,04 August 2024,120,27.2,3264.0
969,10,,27,12 Mar 2025,93,43.54,4049.22
970,5,Fourni_C,25,09-22-2024,148,8.82,1305.36
971,3,Fourni_B,19,06 Feb 2025,130,39.12,5085.6
972,1,Fourni_C,15,2025-03-16,99,16.35,1618.65
973,5,Fourni_C,21,2024-12-15,170,33.71,5730.7
974,8,Fourni_D,88,12 Nov 2024,148,12.66,1873.68
975,12,Fourni_D,4,26 Sep 2024,73,5.01,365.73
976,3,Fourni_A,85,02-28-2025,185,17.82,3296.7
977,6,Fourni_B,74,08 Feb 2025,115,24.69,2839.35
978,1,Fourni_A,77,27/12/2024,187,13.81,2582.47
979,5,Fourni_B,59,11/06/2024,13,39.92,518.96
980,1,Fourni_C,67,27/07/2024,43,34.15,1468.45
981,8,Fourni_D,13,02 Jul 2024,140,21.17,2963.8
982,4,Fourni_D,21,2024-12-22,40,34.58,1383.2
983,11,Fourni_C,58,2024-09-06,97,39.41,3822.77
984,6,Fourni_C,11,18/03/2025,44,29.65,1304.6
985,7,Fourni_C,60,31 Jan 2025,173,43.6,7542.8
986,4,Fourni_D,11,2024-11-18,91,28.03,2550.73
987,8,Fourni_D,17,2024-11-21,77,41.4,3187.8
988,2,Fourni_B,14,08-01-2024,25,12.88,322.0
989,11,Fourni_A,46,31/08/2024,184,41.78,7687.52
990,5,Fourni_D,10,2024-10-25,198,34.91,6912.18
991,9,Fourni_C,9,17/01/2025,129,34.62,4465.98
992,10,Fourni_D,40,10/07/2024,77,25.66,1975.82
993,1,Fourni_C,95,22/11/2024,46,24.02,1104.92
994,12,Fourni_D,98,2024-06-08,22,26.0,572.0
995,9,Fourni_A,98,05-29-2024,122,27.53,3358.66
996,4,Fourni_D,55,2024-07-12,127,24.53,3115.31
997,2,Fourni_D,38,15 Sep 2024,163,15.4,2510.2
998,5,Fourni_B,20,20 May 2024,168,35.74,6004.32
999,2,Fourni_C,22,01/12/2024,198,30.98,6134.04
1000,6,Fourni_A,66,28 Sep 2024,101,46.43,4689.43
